1.2D2D2D|0|
1.E4B89B|1+4|
1.E4B89C|1+4|
1.E4B89D|1+4|
1.E4B89E|1+5|
1.E4B89F|1+5|
1.E4B8A0|1+5|
1.E4B8A1|1+5|
1.E4B8A2|4+5|
1.E4B8A3|1+6|
1.E4B8A4|1+6|
1.E4B8A5|1+6|
1.E4B8A6|1+7|
1.E4B8A7|1+7|
1.E4B8A7|24+6|
1.E4B8A8|2|
1.E4B8A9|2+1|
1.E4B8AA|2+2|
1.E4B8AB|2+2|
1.E4B8AC|90+0|
1.E4B8AD|2+3|
1.E4B8AE|2+3|
1.E4B8AF|2+3|
1.E4B8B0|2+3|
1.E4B8B1|2+4|
1.E4B8B2|2+6|
1.E4B8B3|2+7|
1.E4B8B4|2+8|
1.E4B8B5|2+9|
1.E4B8B6|3|
1.E4B8B7|3+1|
1.E4B8B7|140+0|
1.E4B8B8|3+2|
1.E4B8B9|3+3|
1.E4B8BA|3+3|
1.E4B8BB|3+4|
1.E4B8BC|3+4|
1.E4B8BD|3+7|
1.E4B8BE|3+8|
1.E4B8BF|4|
1.E4B980|4+0|
1.E4B981|4+0|
1.E4B982|4+1|
1.E4B983|4+1|
1.E4B984|4+1|
1.E4B985|4+2|
1.E4B986|4+2|
1.E4B987|4+2|
1.E4B988|4+2|
1.E4B989|4+2|
1.E4B98A|4+2|
1.E4B98B|4+2|
1.E4B98C|4+3|
1.E4B98D|4+4|
1.E4B98E|4+4|
1.E4B98F|4+3|
1.E4B990|4+4|
1.E4B991|4+5|
1.E4B992|4+5|
1.E4B993|4+5|
1.E4B994|4+5|
1.E4B995|4+6|
1.E4B996|4+7|
1.E4B997|4+8|
1.E4B998|4+9|
1.E4B999|5|
1.E4B99A|5+0|
1.E4B99B|5+0|
1.E4B99C|5+1|
1.E4B99D|5+1|
1.E4B99E|5+2|
1.E4B99F|5+2|
1.E4B9A0|5+2|
1.E4B9A0|15+1|
1.E4B9A1|52+0|
1.E4B9A2|5+3|
1.E4B9A2|46+1|
1.E4B9A3|5+3|
1.E4B9A4|5+3|
1.E4B9A5|5+3|
1.E4B9A6|2+3|
1.E4B9A7|5+4|
1.E4B9A8|5+5|
1.E4B9A9|5+5|
1.E4B9AA|5+5|
1.E4B9AB|5+5|
1.E4B9AC|5+5|
1.E4B9AD|5+5|
1.E4B9AE|5+5|
1.E4B9AF|5+5|
1.E4B9B0|37+3|
1.E4B9B1|5+6|
1.E4B9B2|5+6|
1.E4B9B3|5+7|
1.E4B9B4|5+7|
1.E4B9B5|5+7|
1.E4B9B6|5+7|
1.E4B9B7|5+7|
1.E4B9B8|5+7|
1.E4B9B9|5+8|
1.E4B9BA|5+8|
1.E4B9BB|5+8|
1.E4B9BC|5+8|
1.E4B9BD|5+8|
1.E4B9BE|5+10|
1.E4B9BF|5+10|
1.E4BA80|5+10|
1.E4BA80|213+0|
1.E4BA81|5+11|
1.E4BA82|5+12|
1.E4BA83|5+12|
1.E4BA84|5+12|
1.E4BA86|6+1|
1.E4BA87|6+2|
1.E4BA88|6+3|
1.E4BA89|6+5|
1.E4BA8A|6+7|
1.E4BA8B|6+8|
1.E4BA8C|7|
1.E4BA8D|7+1|
1.E4BA8E|7+1|
1.E4BA8F|7+1|
1.E4BA90|7+1|
1.E4BA91|7+2|
1.E4BA92|7+2|
1.E4BA93|7+2|
1.E4BA94|7+2|
1.E4BA95|7+2|
1.E4BA96|7+2|
1.E4BA97|7+3|
1.E4BA98|7+4|
1.E4BA99|7+4|
1.E4BA9A|7+4|
1.E4BA9B|7+5|
1.E4BA9C|7+5|
1.E4BA9D|7+6|
1.E4BA9E|7+6|
1.E4BA9F|7+6|
1.E4BAA0|8|
1.E4BAA1|8+1|
1.E4BAA2|8+2|
1.E4BAA3|8+2|
1.E4BAA4|8+4|
1.E4BAA5|8+4|
1.E4BAA6|8+4|
1.E4BAA7|8+4|
1.E4BAA8|8+5|
1.E4BAA9|8+5|
1.E4BAAA|8+5|
1.E4BAAB|8+6|
1.E4BAAC|8+6|
1.E4BAAD|8+7|
1.E4BAAE|8+7|
1.E4BAAF|8+7|
1.E4BAB0|8+7|
1.E4BAB1|8+7|
1.E4BAB2|8+7|
1.E4BAB3|8+8|
1.E4BAB4|8+10|
1.E4BAB5|8+10|
1.E4BAB6|8+11|
1.E4BAB7|8+11|
1.E4BAB8|8+14|
1.E4BAB9|8+19|
1.E4BABA|9|
1.E4BABB|9+0|
1.E4BABC|9+1|
1.E4BABD|9+1|
1.E4BABE|9+1|
1.E4BABF|9+1|
1.E4BB80|9+2|
1.E4BB81|9+2|
1.E4BB82|9+2|
1.E4BB83|9+2|
1.E4BB84|9+2|
1.E4BB85|9+2|
1.E4BB86|9+2|
1.E4BB87|9+2|
1.E4BB88|9+2|
1.E4BB89|9+2|
1.E4BB8A|9+2|
1.E4BB8B|9+2|
1.E4BB8C|9+2|
1.E4BB8D|9+2|
1.E4BB8E|9+2|
1.E4BB8F|9+2|
1.E4BB90|9+2|
1.E4BB91|9+2|
1.E4BB92|9+2|
1.E4BB93|9+2|
1.E4BB94|9+3|
1.E4BB95|9+3|
1.E4BB96|9+3|
1.E4BB97|9+3|
1.E4BB98|9+3|
1.E4BB99|9+3|
1.E4BB9A|9+3|
1.E4BB9B|9+3|
1.E4BB9C|9+3|
1.E4BB9D|9+3|
1.E4BB9E|9+3|
1.E4BB9F|9+3|
1.E4BBA0|9+3|
1.E4BBA1|9+3|
1.E4BBA2|9+3|
1.E4BBA3|9+3|
1.E4BBA4|9+3|
1.E4BBA5|9+3|
1.E4BBA6|9+3|
1.E4BBA7|9+3|
1.E4BBA8|9+3|
1.E4BBA9|9+3|
1.E4BBAA|9+3|
1.E4BBAB|9+3|
1.E4BBAC|9+3|
1.E4BBAD|9+3|
1.E4BBAE|9+4|
1.E4BBAF|9+4|
1.E4BBB0|9+4|
1.E4BBB1|9+4|
1.E4BBB2|9+4|
1.E4BBB3|9+4|
1.E4BBB4|9+4|
1.E4BBB5|9+4|
1.E4BBB6|9+4|
1.E4BBB7|9+4|
1.E4BBB8|9+4|
1.E4BBB9|9+4|
1.E4BBBA|9+4|
1.E4BBBB|9+4|
1.E4BBBC|9+4|
1.E4BBBD|9+4|
1.E4BBBE|9+4|
1.E4BBBF|9+4|
1.E4BC80|9+4|
1.E4BC81|9+4|
1.E4BC82|9+4|
1.E4BC83|9+4|
1.E4BC84|9+4|
1.E4BC85|9+4|
1.E4BC86|9+4|
1.E4BC87|9+4|
1.E4BC88|9+4|
1.E4BC89|9+4|
1.E4BC8A|9+4|
1.E4BC8B|9+4|
1.E4BC8C|9+4|
1.E4BC8D|9+4|
1.E4BC8E|9+4|
1.E4BC8F|9+4|
1.E4BC90|9+4|
1.E4BC91|9+4|
1.E4BC92|9+4|
1.E4BC93|9+4|
1.E4BC94|9+4|
1.E4BC95|9+4|
1.E4BC96|9+4|
1.E4BC97|9+4|
1.E4BC98|9+4|
1.E4BC99|9+4|
1.E4BC9A|9+4|
1.E4BC9B|9+4|
1.E4BC9C|9+4|
1.E4BC9D|9+4|
1.E4BC9E|9+4|
1.E4BC9F|9+4|
1.E4BCA0|9+4|
1.E4BCA1|9+4|
1.E4BCA2|9+4|
1.E4BCA3|9+4|
1.E4BCA4|9+4|
1.E4BCA5|9+4|
1.E4BCA6|9+4|
1.E4BCA7|9+4|
1.E4BCA8|9+4|
1.E4BCA9|9+4|
1.E4BCAA|9+4|
1.E4BCAB|9+4|
1.E4BCAC|9+4|
1.E4BCAD|9+5|
1.E4BCAE|9+5|
1.E4BCAF|9+5|
1.E4BCB0|9+5|
1.E4BCB1|9+5|
1.E4BCB2|9+5|
1.E4BCB3|9+5|
1.E4BCB4|9+5|
1.E4BCB5|9+5|
1.E4BCB6|9+5|
1.E4BCB7|9+5|
1.E4BCB8|9+5|
1.E4BCB9|9+5|
1.E4BCBA|9+5|
1.E4BCBB|9+5|
1.E4BCBC|9+5|
1.E4BCBD|9+5|
1.E4BCBE|9+5|
1.E4BCBF|9+5|
1.E4BD80|9+5|
1.E4BD81|9+5|
1.E4BD82|9+5|
1.E4BD83|9+5|
1.E4BD84|9+5|
1.E4BD85|9+5|
1.E4BD86|9+5|
1.E4BD87|9+5|
1.E4BD88|9+5|
1.E4BD89|9+5|
1.E4BD8A|9+5|
1.E4BD8B|9+5|
1.E4BD8C|9+5|
1.E4BD8D|9+5|
1.E4BD8E|9+5|
1.E4BD8F|9+5|
1.E4BD90|9+5|
1.E4BD91|9+5|
1.E4BD92|9+5|
1.E4BD93|9+5|
1.E4BD94|9+5|
1.E4BD95|9+5|
1.E4BD96|9+5|
1.E4BD97|9+5|
1.E4BD98|9+5|
1.E4BD99|9+5|
1.E4BD9A|9+5|
1.E4BD9B|9+5|
1.E4BD9C|9+5|
1.E4BD9D|9+5|
1.E4BD9E|9+5|
1.E4BD9F|9+5|
1.E4BDA0|9+5|
1.E4BDA1|9+5|
1.E4BDA2|9+5|
1.E4BDA3|9+5|
1.E4BDA4|9+5|
1.E4BDA5|9+5|
1.E4BDA6|9+5|
1.E4BDA7|9+5|
1.E4BDA8|9+5|
1.E4BDA9|9+6|
1.E4BDAA|9+6|
1.E4BDAB|9+6|
1.E4BDAC|9+6|
1.E4BDAD|9+6|
1.E4BDAE|9+6|
1.E4BDAF|9+6|
1.E4BDB0|9+6|
1.E4BDB1|9+6|
1.E4BDB2|9+6|
1.E4BDB3|9+6|
1.E4BDB4|9+6|
1.E4BDB5|9+6|
1.E4BDB6|9+6|
1.E4BDB7|9+6|
1.E4BDB8|9+6|
1.E4BDB9|9+6|
1.E4BDBA|9+6|
1.E4BDBB|9+6|
1.E4BDBC|9+6|
1.E4BDBD|9+6|
1.E4BDBE|9+6|
1.E4BDBF|9+6|
1.E4BE80|9+6|
1.E4BE81|9+6|
1.E4BE82|9+6|
1.E4BE83|9+6|
1.E4BE84|9+6|
1.E4BE85|9+6|
1.E4BE86|9+6|
1.E4BE87|9+6|
1.E4BE88|9+6|
1.E4BE89|9+6|
1.E4BE8A|9+6|
1.E4BE8B|9+6|
1.E4BE8C|9+6|
1.E4BE8D|9+6|
1.E4BE8E|9+6|
1.E4BE8F|9+6|
1.E4BE90|9+6|
1.E4BE91|9+6|
1.E4BE92|9+6|
1.E4BE93|9+6|
1.E4BE94|9+6|
1.E4BE95|9+6|
1.E4BE96|9+6|
1.E4BE97|9+6|
1.E4BE98|9+6|
1.E4BE99|9+6|
1.E4BE9A|9+6|
1.E4BE9B|9+6|
1.E4BE9C|9+6|
1.E4BE9D|9+6|
1.E4BE9E|9+6|
1.E4BE9F|9+6|
1.E4BEA0|9+6|
1.E4BEA1|9+6|
1.E4BEA2|9+6|
1.E4BEA3|9+6|
1.E4BEA4|9+6|
1.E4BEA5|9+6|
1.E4BEA6|9+6|
1.E4BEA7|9+6|
1.E4BEA8|9+6|
1.E4BEA9|9+6|
1.E4BEAA|9+6|
1.E4BEAB|9+6|
1.E4BEAC|9+6|
1.E4BEAD|9+6|
1.E4BEAE|9+7|
1.E4BEAF|9+7|
1.E4BEB0|9+7|
1.E4BEB1|9+7|
1.E4BEB2|9+7|
1.E4BEB3|9+7|
1.E4BEB4|9+7|
1.E4BEB5|9+7|
1.E4BEB6|9+7|
1.E4BEB7|9+7|
1.E4BEB8|9+7|
1.E4BEB9|9+7|
1.E4BEBA|9+7|
1.E4BEBB|9+7|
1.E4BEBC|9+7|
1.E4BEBD|9+7|
1.E4BEBE|9+7|
1.E4BEBF|9+7|
1.E4BF80|9+7|
1.E4BF81|9+7|
1.E4BF82|9+7|
1.E4BF83|9+7|
1.E4BF84|9+7|
1.E4BF85|9+7|
1.E4BF86|9+7|
1.E4BF87|9+7|
1.E4BF88|9+7|
1.E4BF89|9+7|
1.E4BF8A|9+7|
1.E4BF8B|9+7|
1.E4BF8C|9+7|
1.E4BF8D|9+7|
1.E4BF8E|9+7|
1.E4BF8F|9+7|
1.E4BF90|9+7|
1.E4BF91|9+7|
1.E4BF92|9+7|
1.E4BF93|9+7|
1.E4BF94|9+7|
1.E4BF95|9+7|
1.E4BF96|9+7|
1.E4BF97|9+7|
1.E4BF98|9+7|
1.E4BF99|9+7|
1.E4BF9A|9+7|
1.E4BF9B|9+7|
1.E4BF9C|9+7|
1.E4BF9D|9+7|
1.E4BF9E|9+7|
1.E4BF9F|9+7|
1.E4BFA0|9+7|
1.E4BFA1|9+7|
1.E4BFA2|9+7|
1.E4BFA3|9+7|
1.E4BFA4|9+7|
1.E4BFA5|9+7|
1.E4BFA6|9+7|
1.E4BFA7|9+7|
1.E4BFA8|9+7|
1.E4BFA9|9+7|
1.E4BFAA|9+7|
1.E4BFAB|9+7|
1.E4BFAC|9+7|
1.E4BFAD|9+7|
1.E4BFAE|9+8|
1.E4BFAF|9+8|
1.E4BFB0|9+8|
1.E4BFB1|9+8|
1.E4BFB2|9+8|
1.E4BFB3|9+8|
1.E4BFB4|9+8|
1.E4BFB5|9+8|
1.E4BFB6|9+8|
1.E4BFB7|9+8|
1.E4BFB8|9+8|
1.E4BFB9|9+8|
1.E4BFBA|9+8|
1.E4BFBB|9+8|
1.E4BFBC|9+8|
1.E4BFBD|9+8|
1.E4BFBE|9+8|
1.E4BFBF|9+8|
1.E58080|9+8|
1.E58081|9+8|
1.E58082|9+8|
1.E58083|9+8|
1.E58084|9+8|
1.E58085|9+8|
1.E58086|9+8|
1.E58087|9+8|
1.E58088|9+8|
1.E58089|9+8|
1.E5808A|9+8|
1.E5808B|9+8|
1.E5808C|9+8|
1.E5808D|9+8|
1.E5808E|9+8|
1.E5808F|9+8|
1.E58090|94+7|
1.E58091|9+8|
1.E58092|9+8|
1.E58093|9+8|
1.E58094|9+8|
1.E58095|9+8|
1.E58096|9+8|
1.E58097|9+8|
1.E58098|9+8|
1.E58099|9+8|
1.E5809A|9+8|
1.E5809B|9+8|
1.E5809C|9+8|
1.E5809D|9+8|
1.E5809E|9+8|
1.E5809F|9+8|
1.E580A0|9+8|
1.E580A1|9+8|
1.E580A2|9+8|
1.E580A3|9+8|
1.E580A4|9+8|
1.E580A5|9+8|
1.E580A6|9+8|
1.E580A7|9+8|
1.E580A8|9+8|
1.E580A9|9+8|
1.E580AA|9+8|
1.E580AB|9+8|
1.E580AC|9+8|
1.E580AD|9+8|
1.E580AE|9+8|
1.E580AF|9+8|
1.E580B0|9+8|
1.E580B1|9+8|
1.E580B2|9+8|
1.E580B3|9+8|
1.E580B4|9+8|
1.E580B5|9+8|
1.E580B6|9+8|
1.E580B7|9+8|
1.E580B8|9+8|
1.E580B9|9+8|
1.E580BA|9+8|
1.E580BB|9+9|
1.E580BC|9+9|
1.E580BD|9+8|
1.E580BE|9+8|
1.E580BF|9+8|
1.E58180|9+9|
1.E58181|9+9|
1.E58182|9+9|
1.E58183|9+9|
1.E58184|9+9|
1.E58185|9+9|
1.E58186|9+9|
1.E58187|9+9|
1.E58188|9+9|
1.E58189|9+9|
1.E5818A|9+9|
1.E5818B|9+9|
1.E5818C|9+9|
1.E5818D|9+9|
1.E5818E|9+9|
1.E5818F|9+9|
1.E58190|9+9|
1.E58191|9+9|
1.E58192|9+9|
1.E58193|9+9|
1.E58194|9+9|
1.E58195|9+9|
1.E58196|9+9|
1.E58197|9+9|
1.E58198|9+9|
1.E58199|9+9|
1.E5819A|9+9|
1.E5819B|9+9|
1.E5819C|9+9|
1.E5819D|9+9|
1.E5819E|9+9|
1.E5819F|9+9|
1.E581A0|9+9|
1.E581A1|9+9|
1.E581A2|9+9|
1.E581A3|9+9|
1.E581A4|9+9|
1.E581A5|9+9|
1.E581A6|9+9|
1.E581A7|9+9|
1.E581A8|9+9|
1.E581A9|9+9|
1.E581AA|9+9|
1.E581AB|9+9|
1.E581AC|9+9|
1.E581AD|9+9|
1.E581AE|9+9|
1.E581AF|9+9|
1.E581B0|9+9|
1.E581B1|9+9|
1.E581B2|9+9|
1.E581B3|9+9|
1.E581B4|9+9|
1.E581B5|9+9|
1.E581B6|9+9|
1.E581B7|9+9|
1.E581B8|9+9|
1.E581B9|9+9|
1.E581BA|9+9|
1.E581BB|9+9|
1.E581BC|9+9|
1.E581BD|9+9|
1.E581BE|9+9|
1.E581BF|9+9|
1.E58280|9+10|
1.E58281|9+10|
1.E58282|9+10|
1.E58283|9+10|
1.E58284|9+10|
1.E58285|9+10|
1.E58286|9+10|
1.E58287|9+10|
1.E58288|9+10|
1.E58289|9+10|
1.E5828A|9+10|
1.E5828B|9+10|
1.E5828C|9+10|
1.E5828D|9+10|
1.E5828E|9+10|
1.E5828F|9+10|
1.E58290|9+10|
1.E58291|9+10|
1.E58292|9+10|
1.E58293|9+10|
1.E58294|9+10|
1.E58295|9+10|
1.E58296|9+10|
1.E58297|9+10|
1.E58298|9+10|
1.E58299|9+10|
1.E5829A|9+10|
1.E5829B|9+10|
1.E5829C|9+10|
1.E5829D|9+10|
1.E5829E|9+10|
1.E5829F|9+10|
1.E582A0|9+10|
1.E582A1|9+10|
1.E582A2|9+10|
1.E582A3|9+10|
1.E582A4|9+10|
1.E582A5|9+10|
1.E582A6|9+10|
1.E582A7|9+10|
1.E582A8|9+10|
1.E582A9|9+10|
1.E582AA|9+11|
1.E582AB|9+11|
1.E582AC|9+11|
1.E582AD|9+11|
1.E582AE|9+11|
1.E582AF|9+11|
1.E582B0|9+11|
1.E582B1|9+11|
1.E582B2|9+11|
1.E582B3|9+11|
1.E582B4|9+11|
1.E582B5|9+11|
1.E582B6|9+11|
1.E582B7|9+11|
1.E582B8|9+11|
1.E582B9|9+11|
1.E582BA|9+11|
1.E582BB|9+11|
1.E582BC|9+11|
1.E582BD|9+11|
1.E582BE|9+11|
1.E582BF|9+11|
1.E58380|9+11|
1.E58381|9+11|
1.E58382|9+11|
1.E58383|9+11|
1.E58384|9+11|
1.E58385|9+11|
1.E58386|9+11|
1.E58387|9+11|
1.E58388|9+11|
1.E58389|9+11|
1.E5838A|9+11|
1.E5838B|9+11|
1.E5838C|9+11|
1.E5838D|9+11|
1.E5838E|9+12|
1.E5838F|9+12|
1.E58390|9+12|
1.E58391|9+12|
1.E58392|9+12|
1.E58393|9+12|
1.E58394|9+12|
1.E58395|9+12|
1.E58396|9+12|
1.E58397|9+12|
1.E58398|9+12|
1.E58399|9+12|
1.E5839A|9+12|
1.E5839B|9+12|
1.E5839C|9+12|
1.E5839D|9+12|
1.E5839E|9+12|
1.E5839F|9+12|
1.E583A0|9+12|
1.E583A1|9+12|
1.E583A2|9+12|
1.E583A3|9+12|
1.E583A4|9+12|
1.E583A5|9+12|
1.E583A6|9+12|
1.E583A7|9+12|
1.E583A8|9+12|
1.E583A9|9+12|
1.E583AA|9+12|
1.E583AB|9+12|
1.E583AC|9+12|
1.E583AD|9+12|
1.E583AE|9+12|
1.E583AF|9+12|
1.E583B0|9+12|
1.E583B1|9+12|
1.E583B2|9+12|
1.E583B3|9+12|
1.E583B4|9+12|
1.E583B5|9+13|
1.E583B6|9+13|
1.E583B7|9+13|
1.E583B8|9+13|
1.E583B9|9+13|
1.E583BA|9+13|
1.E583BB|9+13|
1.E583BC|9+13|
1.E583BD|9+13|
1.E583BE|9+13|
1.E583BF|9+13|
1.E58480|9+13|
1.E58481|9+13|
1.E58482|9+13|
1.E58483|9+13|
1.E58484|9+13|
1.E58485|9+13|
1.E58486|9+13|
1.E58487|9+13|
1.E58488|9+13|
1.E58489|9+13|
1.E5848A|9+13|
1.E5848B|9+13|
1.E5848C|9+13|
1.E5848D|9+13|
1.E5848E|9+13|
1.E5848F|9+13|
1.E58490|9+14|
1.E58491|9+14|
1.E58492|9+14|
1.E58493|9+14|
1.E58494|9+14|
1.E58495|9+14|
1.E58496|9+14|
1.E58497|9+14|
1.E58498|9+14|
1.E58499|9+14|
1.E5849A|9+14|
1.E5849B|9+14|
1.E5849C|9+14|
1.E5849D|9+14|
1.E5849E|9+14|
1.E5849F|9+15|
1.E584A0|9+15|
1.E584A1|9+15|
1.E584A2|9+15|
1.E584A3|9+15|
1.E584A4|9+15|
1.E584A5|9+15|
1.E584A6|9+15|
1.E584A7|9+15|
1.E584A8|9+15|
1.E584A9|9+15|
1.E584AA|9+15|
1.E584AB|9+14|
1.E584AC|9+15|
1.E584AD|9+16|
1.E584AE|9+16|
1.E584AF|9+16|
1.E584B0|9+13|
1.E584B1|9+16|
1.E584B2|9+16|
1.E584B3|9+17|
1.E584B4|9+17|
1.E584B5|9+17|
1.E584B6|9+18|
1.E584B7|9+19|
1.E584B8|9+19|
1.E584B9|9+19|
1.E584BA|9+19|
1.E584BB|9+20|
1.E584BC|9+20|
1.E584BD|9+21|
1.E584BF|10|
1.E58580|10+1|
1.E58581|10+2|
1.E58582|10+2|
1.E58583|10+2|
1.E58584|10+3|
1.E58585|10+4|
1.E58586|10+4|
1.E58587|10+4|
1.E58588|10+4|
1.E58589|10+4|
1.E5858A|10+4|
1.E5858B|10+5|
1.E5858C|10+5|
1.E5858D|10+6|
1.E5858E|10+5|
1.E5858F|10+5|
1.E58590|10+5|
1.E58591|10+5|
1.E58592|10+6|
1.E58593|10+6|
1.E58594|10+6|
1.E58595|10+6|
1.E58596|10+6|
1.E58597|10+7|
1.E58598|10+7|
1.E58599|10+7|
1.E5859A|10+8|
1.E5859B|10+8|
1.E5859C|10+9|
1.E5859D|10+9|
1.E5859E|10+9|
1.E5859F|10+10|
1.E585A0|10+10|
1.E585A1|10+11|
1.E585A2|10+12|
1.E585A3|10+14|
1.E585A4|10+19|
1.E585A5|11|
1.E585A6|11+1|
1.E585A7|11+2|
1.E585A8|11+4|
1.E585A9|11+6|
1.E585AA|11+6|
1.E585AB|12|
1.E585AC|12+2|
1.E585AD|8+2|
1.E585AD|12+2|
1.E585AD|12+2|
1.E585AE|12+2|
1.E585AF|12+2|
1.E585B0|12+3|
1.E585B1|12+4|
1.E585B2|12+4|
1.E585B3|12+4|
1.E585B4|12+4|
1.E585B5|12+5|
1.E585B6|12+6|
1.E585B7|12+6|
1.E585B8|12+6|
1.E585B9|12+7|
1.E585BA|12+8|
1.E585BB|12+7|
1.E585BC|12+8|
1.E585BC|58+7|
1.E585BD|12+9|
1.E585BE|12+11|
1.E585BF|12+11|
1.E58680|12+14|
1.E58681|12+16|
1.E58682|13|
1.E58683|13+2|
1.E58684|13+2|
1.E58685|13+2|
1.E58686|13+2|
1.E58687|13+2|
1.E58688|13+2|
1.E58689|13+3|
1.E5868A|13+3|
1.E5868B|13+3|
1.E5868C|13+3|
1.E5868D|13+4|
1.E5868E|13+4|
1.E5868F|13+5|
1.E58690|13+6|
1.E58691|13+7|
1.E58692|13+7|
1.E58693|13+8|
1.E58694|13+8|
1.E58695|13+9|
1.E58696|14|
1.E58697|14+2|
1.E58698|14+2|
1.E58699|14+3|
1.E5869A|14+3|
1.E5869B|14+5|
1.E5869C|14+4|
1.E5869D|14+5|
1.E5869E|14+6|
1.E5869F|14+7|
1.E586A0|14+7|
1.E586A1|14+8|
1.E586A2|14+8|
1.E586A3|14+8|
1.E586A4|14+8|
1.E586A5|14+8|
1.E586A6|14+8|
1.E586A7|14+8|
1.E586A8|14+9|
1.E586A9|14+12|
1.E586AA|14+14|
1.E586AB|15|
1.E586AC|15+3|
1.E586AD|15+3|
1.E586AE|15+3|
1.E586AF|15+3|
1.E586B0|15+4|
1.E586B1|15+4|
1.E586B2|15+4|
1.E586B3|15+4|
1.E586B4|15+4|
1.E586B5|15+5|
1.E586B6|15+5|
1.E586B7|15+5|
1.E586B8|15+5|
1.E586B9|15+5|
1.E586BA|15+5|
1.E586BB|15+6|
1.E586BC|15+6|
1.E586BD|15+6|
1.E586BE|15+6|
1.E586BF|15+6|
1.E58780|15+6|
1.E58781|15+7|
1.E58782|15+7|
1.E58783|15+7|
1.E58784|15+8|
1.E58785|15+8|
1.E58786|15+8|
1.E58787|15+8|
1.E58788|15+8|
1.E58789|15+8|
1.E5878A|15+8|
1.E5878B|15+8|
1.E5878C|15+8|
1.E5878D|15+8|
1.E5878E|15+8|
1.E5878F|15+9|
1.E58790|15+9|
1.E58791|15+9|
1.E58792|15+10|
1.E58793|15+10|
1.E58794|15+10|
1.E58795|15+10|
1.E58796|15+10|
1.E58797|15+11|
1.E58798|15+12|
1.E58799|15+13|
1.E5879A|15+13|
1.E5879B|15+13|
1.E5879C|15+13|
1.E5879D|15+14|
1.E5879E|15+14|
1.E5879F|15+15|
1.E587A0|16|
1.E587A1|16+1|
1.E587A2|16+1|
1.E587A3|16+1|
1.E587A4|16+2|
1.E587A5|16+3|
1.E587A6|16+3|
1.E587A6|34+2|
1.E587A7|16+3|
1.E587A8|16+4|
1.E587A9|16+4|
1.E587AA|16+4|
1.E587AB|16+4|
1.E587AC|16+5|
1.E587AD|16+6|
1.E587AE|16+6|
1.E587AF|16+6|
1.E587B0|16+8|
1.E587B1|16+10|
1.E587B2|16+10|
1.E587B3|16+12|
1.E587B4|16+12|
1.E587B5|17|
1.E587B6|17+2|
1.E587B7|17+3|
1.E587B8|17+3|
1.E587B9|17+3|
1.E587BA|17+3|
1.E587BB|17+3|
1.E587BC|17+4|
1.E587BD|17+6|
1.E587BE|17+7|
1.E587BF|17+10|
1.E58880|18|
1.E58881|18+0|
1.E58882|18+0|
1.E58883|18+1|
1.E58884|18+1|
1.E58885|18+2|
1.E58886|18+2|
1.E58887|18+2|
1.E58888|18+2|
1.E58889|18+3|
1.E5888A|18+3|
1.E5888B|18+3|
1.E5888C|18+3|
1.E5888D|18+3|
1.E5888E|18+4|
1.E5888F|18+4|
1.E58890|18+4|
1.E58891|18+4|
1.E58892|18+4|
1.E58893|18+4|
1.E58894|18+4|
1.E58895|18+4|
1.E58896|18+4|
1.E58897|18+4|
1.E58898|18+4|
1.E58898|67+2|
1.E58899|18+4|
1.E5889A|18+4|
1.E5889B|18+4|
1.E5889C|18+5|
1.E5889D|18+5|
1.E5889E|18+5|
1.E5889F|18+5|
1.E588A0|18+5|
1.E588A1|18+5|
1.E588A2|18+5|
1.E588A3|18+5|
1.E588A4|18+5|
1.E588A5|18+5|
1.E588A6|18+5|
1.E588A7|18+5|
1.E588A8|18+5|
1.E588A9|18+5|
1.E588AA|18+5|
1.E588AB|18+5|
1.E588AC|18+5|
1.E588AD|18+5|
1.E588AE|18+6|
1.E588AF|18+6|
1.E588B0|18+6|
1.E588B0|133+2|
1.E588B1|18+6|
1.E588B2|18+6|
1.E588B3|18+6|
1.E588B4|18+6|
1.E588B5|18+6|
1.E588B6|18+6|
1.E588B7|18+6|
1.E588B8|18+6|
1.E588B9|18+6|
1.E588BA|18+6|
1.E588BB|18+6|
1.E588BC|18+6|
1.E588BD|18+6|
1.E588BE|18+6|
1.E588BF|18+6|
1.E58980|18+6|
1.E58981|18+6|
1.E58982|18+6|
1.E58983|18+7|
1.E58984|18+7|
1.E58985|18+7|
1.E58986|18+7|
1.E58987|18+7|
1.E58988|18+7|
1.E58989|18+7|
1.E5898A|18+7|
1.E5898B|18+7|
1.E5898C|18+7|
1.E5898D|18+7|
1.E5898E|18+7|
1.E5898F|18+7|
1.E58990|18+7|
1.E58991|18+7|
1.E58992|18+8|
1.E58993|18+8|
1.E58994|18+8|
1.E58995|18+8|
1.E58996|18+8|
1.E58997|18+8|
1.E58998|18+8|
1.E58999|18+8|
1.E5899A|18+8|
1.E5899B|18+8|
1.E5899C|18+8|
1.E5899D|18+8|
1.E5899E|18+8|
1.E5899F|18+8|
1.E589A0|18+8|
1.E589A1|18+8|
1.E589A2|18+8|
1.E589A3|18+8|
1.E589A4|18+8|
1.E589A5|18+8|
1.E589A6|18+8|
1.E589A7|18+8|
1.E589A8|18+9|
1.E589A9|18+10|
1.E589AA|18+9|
1.E589AB|18+9|
1.E589AC|18+9|
1.E589AD|18+9|
1.E589AE|18+9|
1.E589AF|18+9|
